nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
F021B,"[""RH""]","Livestock Services Except Veterinary","Services d'élevage de bétail, sauf de vétérinaire","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
E199B,"[""RH""]","Wildlife Control (Airports)","Contrôle de la faune (aéroports)","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
E199BB,"[""RH""]","Wildlife Control Services (Airports) Bird Control","Services de contrôle de la faune (aéroports) aviaire contrôle","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
F003A,"[""RH""]","Tree Planting Services for Land Reclamation","Services de plantation d'arbres pour la bonification des terres","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
F006D,"[""RH""]","Crop Harvesting, Not Elsewhere Specified","Récoltes, non énumérés ailleurs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
F006E,"[""RH""]","Crop Services","Services de culture","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G009H,"[""RH""]","Medical Advisory Services","Services de consultation médicale","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G102A,"[""RH""]","Recreational Services","Services récréatifs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G199A,"[""RH""]","Patients' Volunteer Service","Service de bénévoles aux patients","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
H100A,"[""RH""]","Materials Inspection and Quality Assurance","Vérifications de matériaux et assurance de la qualité","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
F030A,"[""RH""]","Fisheries Resources Management Services","Services ressources gestion de pêcheries","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G001A,"[""RH""]","Nursing Care Services","Soins infirmiers","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G001B,"[""RH""]","Hospital Care Services","Soins hospitaliers","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G001C,"[""RH""]","Pharmaceutical Services","Services pharmaceutiques","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G009A,"[""RH""]","Dental Services","Services dentaires","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
G009DA,"[""ZH""]","Employee Assistance Programs","Programmes d'aide aux employés","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DTSSD-DFSS%2Cou%3DPSPD-DASP%2Cou%3DSER-SEC%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DTSSD-DFSS%2Cou%3DPSPD-DASP%2Cou%3DSER-SEC%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
H100AB,"[""RH""]","Materials Inspection and Quality Assurance, Industrial Products","Vérification de matériaux et assurance de la qualité, produits industriels","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
H200AA,"[""RH""]","Sonic Testing of Piling and Structural Members","Essai acoustique de pilotis et de pièces de charpente","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
H300A,"[""RH""]","Laboratory, Testing and Inspection Services, Except Medical/Dental","Services d'essais et d'inspection en laboratoire, sauf médicaux/dentaires","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
JI6625,"[""RH""]","Electrical and Electronic Properties, Measuring and Testing Instruments - Installation","Instruments de mesure et d'essai de propriétés électriques et électroniques - installation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
JI7510,"[""RH""]","Office Supplies - Installation","Fournitures de bureau - installation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
JX6910B,"[""RH""]","Training Aids - Operation & Maintenance","Accessoires d'instruction - fonctionnement et entretien","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
JX7310C,"[""RH""]","Food Cooking, Baking and Serving Equipment, Electrical - Repair","Équipement de cuisson, de cuisson au four et de service des aliments, électrique - réparation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K100AE,"[""RH""]","Cleaning Services, Duct-Exhaust System - Light Fixtures","Services de nettoyage, système de conduit d'évacuation - appareils d'éclairage","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K100AG,"[""RH""]","Lighting Maintenance (Washing, Relamping and Repairing Services)","Entretien de l'éclairage (services de lavage, changement d'ampoules et réparation)","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K102A,"[""RH""]",Meals,Repas,"[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K000B,"[""RH""]","Barber and Beauty Shop Services","Salons de coiffure et d'esthétique","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K000E,"[""RH""]","Tailoring Services","Services de tailleur","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K107CA,"[""RH""]","LAWN AND GARDEN SERVICES","SERVICES POUR PELOUSE ET JARDIN","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K199B,"[""RH""]","Dwellings and Apartments - Rental","Location d'habitations et d'appartements","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K199D,"[""RH""]","Personal Services, Not Elsewhere Specified","Services personnels, non énumérés ailleurs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K108A,"[""RH""]","Laundry and Dry Cleaning Services","Blanchissage et nettoyage à sec","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K108B,"[""RH""]","Laundry Services","Services de blanchissage","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K108C,"[""RH""]","Dry Cleaning Services","Services de nettoyage à sec","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K111A,"[""RH""]","Carpet, Drape and Upholstery Cleaning","Nettoyage des tapis, tentures et meubles rembourrés","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
K199J,"[""RH""]","Locksmith Services","Services de serruriers","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
M110A,"[""RH""]","Property Management - Office Space/Administrative Buildings","Gestion immobilière - espaces à bureaux/bâtiments d'administration","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
L006A,"[""RH""]","Banking and Trust Company Services","Services bancaires et services de compagnies fiduciaires","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
L006B,"[""RH""]","Guardian Trustee and Bankruptcy Services","Services de tuteur et de syndic de faillite","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
M120A,"[""RH""]","Technical Support for Simulator Facility","Soutien technique pour simulateur","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
M120B,"[""RH""]","Property Management - Airfield and Communication Facilities","Gestion immobilière - installations d'aérodromes et de communications","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
M170A,"[""RH""]","Property Management - Warehouse Buildings","Gestion immobilière - bâtiments d'entreposage","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DNCRO-BRCN%2Cou%3DOFF-BUR%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:15"
