nibs-gsin,bpr-opi,gsin-description_en,gsin-description_fr,bpr-opi-url_en,bpr-opi-url_fr,gsin-code-status_en,gsin-code-status_fr,date-file-published
N3770,"[""HS""]","Saddlery, Harness, Whips and Related Animal Furnishings","Sellerie, harnachements, fouets et autres équipements se rapportant aux animaux","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3770A,"[""HS""]","Cages, Animal","Cages, animaux","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3805,"[""HS""]","Earthmoving and Excavating Equipment","Équipement de terrassement et d'excavation","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825,"[""HS""]","Road Clearing and Cleaning Equipment","Équipements pour nettoyer et dégager les routes","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3815,"[""HS""]","Crane and Crane-Shovel Attachments","Accessoires de grues et de pelles-grues","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3820,"[""HS""]","Mining, Rock Drilling, Earch Boring and Related Equipment","Équipement de mine, de forage, de sondage et autres matériaux","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825QB,"[""HS""]","Airblower, Tractor/Loader Attachment","Ventilateur de soufflage, accessoire pour tracteur, chargeur","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825S,"[""HS""]","Scrubbers, Floor, Riding Type, Self-Propelled","Laveuses, plancher, à siège, automotrices","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825T,"[""HS""]","Brush, Sweeper, Road and Runway","Brosses, balayeuse, route et piste d'aéroport","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830,"[""HS""]","Truck and Tractor Attachments","Dispositifs annexes pour camions et tracteurs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830A,"[""HS""]","Truck and Tractor Attachments, N.E.S.","Équipement pour camions et tracteurs, N.E.A.","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830D,"[""HS""]","Blades, Vehicle Mounting","Lames, pour véhicule","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830DA,"[""HS""]","Blades, Dozer, Earth Moving","Lames, Bulldozer","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830DB,"[""HS""]","Blades, Snowplow","Lames, chasse-neige","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830E,"[""HS""]","Cutting Edges, Moldboard","Couteaux, lame de bulldozer","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830G,"[""HS""]","Deicing Equipment, Truck Mounted","Équipement pour dégivrage, sur camion","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830H,"[""HS""]","Dozers, Angle","Bulldozers, dirigés","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830J,"[""HS""]","Loaders, Scoop Type, Tractor Mounting","Chargeuses-pelleteuses, pour tracteur","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825G,"[""HS""]","Sweepers, Airport, Runway","Balayeuses, piste d'aéroport","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825L,"[""HS""]","Sweepers, Warehouse, Riding Type, Self-Propelled","Balayeuses, entrepôt, à siège, automotrices","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825N,"[""HS""]","Trucks, Snow Removal, Equipment","Camions, équipement pour déblayage de la neige","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825P,"[""HS""]","Snowblowers, Self-Propelled","Souffleuses, automotrices","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3825PC,"[""HS""]","Snowblower, Spare Parts","Souffleuses, pièces de rechange","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3895,"[""HS""]","Miscellaneous Construction Equipment","Équipement divers pour travaux de construction","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830L,"[""HS""]","Spreaders, Sand/Salt, Truck Mounting","Épandeuses, sable et sel, pour montage sur camion","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830M,"[""HS""]","Snowplows, Moldboard","Chasse-neige, à lame de bulldozer","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830ND,"[""HS""]","Snowplow Replacement Parts","Pièces de rechange pour chasse-neige","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830T,"[""HS""]","Tailgates, Hydraulic Lifting","Hayons, levage hydraulique","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3830U,"[""HS""]","Winches, Drum, Vehicle Mounting","Treuils à tambour, pour véhicule","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3835,"[""HS""]","Petroleum Production and Distribution Equipment","Équipements pour la production et la distribution des produits du pétrole","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3910,"[""HS""]",Conveyors,"Appareils transporteurs","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3920,"[""HS""]","Materials Handling Equipment/NonSelf -Propelled","Équipements pour la manutention à bras des matériels","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3910G,"[""HS""]","Conveyors, Towlines and Monorail","Transporteurs, remorques et monorail","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3915,"[""HS""]","Materials Feeders","Distributeurs-doseurs de matériaux","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3930E,"[""HS""]","Truck, Forklift","Chariot, élévateur à fourche","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
N3930EC,"[""HS""]","Truck, Forklift, Electric","Chariot, élévateur à fourche, électrique","[""http://www.geds.gc.ca/en/GEDS/?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]","[""http://www.geds.gc.ca/fr/SAGE?pgid=017&dn=ou%3DIVMPLD-DVIMPL%2Cou%3DLEFTD-DTPLEP%2Cou%3DCAAMS-SGACA%2Cou%3DADM52-SMA52%2Cou%3DAP-PA%2COU%3DPSPC-SPAC%2Co%3Dgc%2Cc%3Dca""]",Active,Actif,"2019-09-30 16:52:16"
